"n. 收入,所得",我得到的那笔钱是很管用的外快。,他的收入大大低于平均水平。,税务局负责徵收所得税.,,,,,,,,,
,,,,,,,,,,,,
employ,Our company employed about one hundred people.,The children were employed in weeding the garden.,He has fifteen workers in his employ.,,,,,,,,,
"n. 伤害
vt. 伤害",倘若我们进行干预，那可能弊多利少。,这街上发生了交通事故，但没有人受伤。,他屡次失败使他的声誉受到很大损害。,,,,,,,,,
,,,,,,,,,,,,
bite,Their dog bit a hole in my trousers.,"Another of my great ideas bites the dust!
                                                        
                                                    ",He was taken to the hospital to be treated for snake bite.,,,,,,,,,
"n. 咬,一口,少量食物,咬伤的伤口
vt. 咬,刺穿(痛)
vi. 咬(饵),使剧痛,紧抓",他们的狗把我的裤子咬了个窟窿。,我的一个好主意又碰壁了。,他因遭蛇咬而被送到医院治疗。,,,,,,,,,
,,,,,,,,,,,,
extinction,The race was threatened with extinction.,His movie of the extinction of dinosaurs was a great success.,"Is the human race threatened with complete extinction?
                                                        
                                                    ",,,,,,,,,
n. 熄灭； 消灭，灭绝； 废除； [物]消光,这个种族这时眼看要灭绝了。,他的关于恐龙灭绝的电影取得了巨大的成功。,人类是否会受到完全灭绝的威胁呢？,,,,,,,,,
,,,,,,,,,,,,
dinosaur,"The old, big-city teaching hospital looks like a dinosaur
                                                        
                                                    ",The natural history museum has a special exhibition of dinosaur.,No one have come up with a convincing explanation of why dinosaur die out.,,,,,,,,,
"n. 恐龙
n. (俚)过时、落伍的人或事物",“古老的大城市教学医院像是一个恐龙”,自然历史博物馆专门搞了一次恐龙展览。,尚未有人能对恐龙的灭绝作出一个令人信服的解释。,,,,,,,,,
,,,,,,,,,,,,
come into being,A car comes into being through a series of complex operations.,A new rule will soon come into being.,"With restrictions removed, thousands of new enterprises have come into being.",,,,,,,,,
" 出现, 存在, 产生, 形成, 成立",汽车经过一连串的复杂作业程序而制成。,一个新规则很快就要出台了。,"限制解除后，成千上万的新企业应运而生。
",,,,,,,,,
,,,,,,,,,,,,
county,"When the good news reached there, the whole county rejoiced.",It was based on Faulkner's own birthplace of Oxford County.,He lives in a solitary county.,,,,,,,,,
"n. 郡, 县","喜讯传到那里时, 全县的人都欢欣鼓舞起来.",这是根据福克纳的出生地牛津郡写的.,他住在一个偏远的县里。,,,,,,,,,
,,,,,,,,,,,,
inspect,"Police were called out to keep at the airport, and inspect the arriving planes.",A man employed to inspect and repair railroad tracks.,The stewards will inspect the course to see if racing is possible.,,,,,,,,,
"vt. 调查, 检阅
vi. 调查",警察们被紧急召集起来去守卫机场，并对到达的飞机进行检查。,铁路养路工检查和修理铁轨的工人,那些干事将检视赛马场看是否适宜比赛。,,,,,,,,,
,,,,,,,,,,,,
unexpected,The unexpected defeat came as a thunderbolt.,His reaction on this matter is unexpected.,Their unexpected arrival threw our plan into confusion.,,,,,,,,,
"adj. 想不到的, 意外的",这意外的失败犹如晴天霹雳。,没料到，他对这件事的反应是这样的。,他们的突然到来打乱了我们的计划。,,,,,,,,,
,,,,,,,,,,,,
incident,The kidnapping caused an international incident.,An unusual conjunction of circumstances led to the incident.,She couldn't erase the incident from her memory.,,,,,,,,,
"n. 事件,（常指）军事冲突, 插曲，事变
adj. 难免的，附带的，(物理)入射的",这一绑架事件引起了国际纠纷。,各种情况的偶然巧合导致了这件事的发生。,她难以忘记那次事件。,,,,,,,,,
,,,,,,,,,,,,
dust,She moistened a tissue and gently wiped the dust off the necklace.,In the last 30 years many cherished values have bitten the dust.,Tanks raise huge trails of dust when they move.,,,,,,,,,
"n. 灰尘,无价值之物,屈辱状态
vt. 拂去灰尘, 撒上粉状物体,大胜
vi. 擦拭灰尘",她沾湿了一块纸巾，轻轻擦去项链上的灰尘。,过去30年里许多值得珍惜的价值观已经不复存在。,坦克移动时掀起滚滚的尘土。,,,,,,,,,
,,,,,,,,,,,,
according to,The books in the library were distributed according to subjects.,"According to our records, the books you have borrowed should now be returned to the library.","According to these figures, our company is doing well.",,,,,,,,,
"prep. 按照, 根据, 取决于",图书馆里的藏书按科目分类。,根据我们的记录，你借的书现在应该还给图书馆了。,从这些数字来看，我们的公司经营得不错。,,,,,,,,,
,,,,,,,,,,,,
disappearance,She could find no plausible explanation for its disappearance.,His disappearance is being looked into by the police.,Her disappearance gave rise to the wildest rumours.,,,,,,,,,
n. 消失,她无法解释清楚何以不翼而飞.,他失踪一事警方正在调查。,她失踪一事引起了各种流言蜚语.,,,,,,,,,
,,,,,,,,,,,,
fierce,The fierce sun parched the bare earth.,The postman was bitten by a fierce dog.,The child was scared of the fierce looking dog.,,,,,,,,,
"adj. 猛烈的, 凶猛的, 残暴的, 强烈的",灼热的阳光炙烤着光秃秃的大地。,那个邮递员被一只恶狗咬了。,这孩子害怕那条外表凶恶的狗。,,,,,,,,,
,,,,,,,,,,,,
so that,"I study hard, so that I may not fail in the examinations.",We turned on the light so that we might see what it was.,Bring it closer so that I may see it better.,,,,,,,,,
conj. 以便(以致),我用功，免得考不及格。,我们把灯打开，以便看看它是什么。,把它拿近点儿，让我看看仔细。,,,,,,,,,
,,,,,,,,,,,,
ending,He was so miserable that he seriously thought about ending it all.,That will make a good ending to the book.,I quite enjoyed the book but found the ending rather tame.,,,,,,,,,
"n. 结尾, 结局",他难受得甚至认真考虑过要自杀.,那就成了这本书很好的结尾。,"我很爱看那本书, 只是结尾颇觉逊色.",,,,,,,,,
,,,,,,,,,,,,
faithfully,She has served the family faithfully for thirty years.,The old nurse have serve the family faithfully for thirty years.,She translated the novel as faithfully as possible.,,,,,,,,,
"adv. 忠实, 诚心诚意, 深信着",她为这个家忠心耿耿地操劳了30年。,老保姆为这个家庭忠实地服务了三十年。,她尽可能地准确翻译那本小说。,,,,,,,,,
,,,,,,,,,,,,
Unit,Cubit is an ancient unit of length.,This textbook has twenty units.,There's a rumour floating around of a new job in the unit.,,,,,,,,,
"n. 单位, 单元",腕尺是古代的一种长度单位。,这本课本有二十单元。,这个部门盛传有个新工作要聘人.,,,,,,,,,
,,,,,,,,,,,,
classical,An orchestra usually plays classical music.,Beethoven is regarded as one of the immortals of classical music.,"Some young people like pop music, while still others like classical music.",,,,,,,,,
"adj. 古典的, 典雅的, 经典的",管弦乐队通常演奏古典音乐。,贝多芬被认为是不朽的古典音乐大师.,"一些年青人喜欢流行音乐, 但仍有其它人喜欢古典音乐。",,,,,,,,,
,,,,,,,,,,,,
roll,The ship was rolling heavily to and fro.,Years rolled on.,She rolled in for work twenty minutes late.,,,,,,,,,
"vt. 辗； 使（眼球等）左右转动； （使）原地转圈； 滚动
vi. 左右摇晃； 翻滚； 开始移动，启动
n. 卷；名册； 滚翻",那船晃来晃去很不平稳。,岁月流逝。,她懒懒散散地来上班，迟到了二十分钟。,,,,,,,,,
,,,,,,,,,,,,
orchestra,The orchestra has several concert engagements.,Young conductors earn their spurs in a small orchestra or opera house.,This orchestra has been established under the patronage of the government.,,,,,,,,,
n. 管弦乐队,这管弦乐队已安排好几场音乐会。,年轻的指挥家们在小乐队或小歌剧院里崭露头角。,这个交响乐团是在政府赞助下成立的。,,,,,,,,,
,,,,,,,,,,,,
rap,There is a light rap at the door.,The chairman rapped on the table for order.,I don't care a rap what you do.,,,,,,,,,
"n. 轻敲,拍击,责骂,厉声说出,说唱音乐,谈话,最少量
vi. 轻敲, 敲门,表演说唱音乐, 畅谈
vt. 抓,抢,拍击",有轻轻的敲门声。,主席敲击桌子以维持秩序。,你们怎样做我毫不在意,,,,,,,,,
,,,,,,,,,,,,
folk,He arranged many traditional folk songs (for the piano).,Folk music has been passed down from one generation to another.,They are just simple country folk.,,,,,,,,,
"n. 民族； 人们； 〈口〉家属，亲戚； 民间音乐
adj. 民间的； 普通平民的； 流传民间的； 普通百姓的",他（为钢琴演奏）改编了很多传统民歌.,民间音乐是一代一代地流传下来的。,他们只不过是普通的村民。,,,,,,,,,
,,,,,,,,,,,,
jazz,brought the food and all the jazz to go with it.,She's potty about jazz.,I don't dig modern jazz.,,,,,,,,,
"n. 爵士乐，爵士舞，空扯的话，以及类似的东西
vt. 使...活泼，把...演奏成爵士风格
vi. 闲逛，跳爵士舞",把食物和所有的杂物都拿来,她迷上了爵士音乐.,我不喜欢现代爵士乐.,,,,,,,,,
,,,,,,,,,,,,
choral,"A conductor, especially of an orchestra, a band, or a choral group.",A book containing the choral portions of the Mass.,A cleric who directs the choral services of a church or cathedral.,,,,,,,,,
adj. 合唱队的,指挥指挥，尤指交响乐团、乐队或合唱团的,弥撒升阶圣歌集包括弥撒音乐部分的祈书,领唱者指挥教堂或圣公会大教堂合唱赞美诗的牧师,,,,,,,,,
,,,,,,,,,,,,
musician,"A famous musician, Tom's father teaches me music.",The musician made the legend into a beautiful ballad.,She is a talented musician as well as being a photographer.,,,,,,,,,
n. 音乐家，作曲家,汤姆的父亲是位知名的音乐家，他教我音乐。,这位音乐家把传说编成了一首美丽的民谣。,她不但是摄影师还是个天才的音乐家.,,,,,,,,,
,,,,,,,,,,,,
dream of,"Against all the odds, she achieved her dream of becoming a ballerina.",I'd never dream of allowing my child to do that.,It goes without saying that a real sportsman will never dream of cheating in a game.,,,,,,,,,
